datetime,Open,High,Low,Close,Volume
2025-11-14 23:00:00+08:00,27409.0,27422.0,27409.0,27422.0,9
2025-11-14 23:01:00+08:00,27424.0,27433.0,27424.0,27433.0,6
2025-11-14 23:02:00+08:00,27422.0,27422.0,27400.0,27400.0,6
2025-11-14 23:03:00+08:00,27393.0,27398.0,27393.0,27396.0,5
2025-11-14 23:04:00+08:00,27393.0,27395.0,27374.0,27374.0,31
2025-11-14 23:05:00+08:00,27388.0,27390.0,27381.0,27381.0,14
2025-11-14 23:06:00+08:00,27377.0,27377.0,27365.0,27365.0,10
2025-11-14 23:07:00+08:00,27366.0,27366.0,27353.0,27353.0,22
2025-11-14 23:08:00+08:00,27350.0,27355.0,27340.0,27340.0,25
2025-11-14 23:09:00+08:00,27350.0,27350.0,27342.0,27342.0,8
2025-11-14 23:10:00+08:00,27350.0,27350.0,27340.0,27340.0,6
2025-11-14 23:11:00+08:00,27335.0,27335.0,27330.0,27330.0,9
2025-11-14 23:13:00+08:00,27333.0,27335.0,27324.0,27327.0,15
2025-11-14 23:14:00+08:00,27323.0,27325.0,27310.0,27314.0,36
2025-11-14 23:15:00+08:00,27319.0,27328.0,27319.0,27319.0,19
2025-11-14 23:16:00+08:00,27329.0,27329.0,27311.0,27311.0,9
2025-11-14 23:17:00+08:00,27313.0,27313.0,27296.0,27296.0,18
2025-11-14 23:18:00+08:00,27300.0,27302.0,27291.0,27291.0,15
2025-11-14 23:19:00+08:00,27297.0,27297.0,27285.0,27285.0,4
2025-11-14 23:20:00+08:00,27288.0,27294.0,27280.0,27294.0,23
2025-11-14 23:21:00+08:00,27285.0,27285.0,27278.0,27278.0,3
2025-11-14 23:22:00+08:00,27280.0,27289.0,27280.0,27289.0,4
2025-11-14 23:24:00+08:00,27292.0,27293.0,27282.0,27282.0,8
2025-11-14 23:25:00+08:00,27300.0,27315.0,27300.0,27315.0,22
2025-11-14 23:26:00+08:00,27316.0,27320.0,27300.0,27300.0,9
2025-11-14 23:27:00+08:00,27298.0,27305.0,27295.0,27299.0,13
2025-11-14 23:29:00+08:00,27310.0,27315.0,27308.0,27315.0,9
2025-11-14 23:30:00+08:00,27312.0,27329.0,27312.0,27320.0,16
2025-11-14 23:32:00+08:00,27321.0,27321.0,27320.0,27320.0,8
2025-11-14 23:33:00+08:00,27330.0,27333.0,27328.0,27328.0,6
2025-11-14 23:34:00+08:00,27335.0,27340.0,27335.0,27340.0,3
2025-11-14 23:35:00+08:00,27337.0,27342.0,27337.0,27340.0,4
2025-11-14 23:36:00+08:00,27340.0,27340.0,27338.0,27338.0,2
2025-11-14 23:37:00+08:00,27338.0,27340.0,27338.0,27340.0,2
2025-11-14 23:38:00+08:00,27341.0,27341.0,27341.0,27341.0,1
2025-11-14 23:39:00+08:00,27341.0,27341.0,27341.0,27341.0,4
2025-11-14 23:40:00+08:00,27340.0,27340.0,27340.0,27340.0,1
2025-11-14 23:41:00+08:00,27346.0,27346.0,27339.0,27339.0,4
2025-11-14 23:42:00+08:00,27341.0,27348.0,27341.0,27348.0,2
2025-11-14 23:44:00+08:00,27344.0,27344.0,27338.0,27338.0,3
2025-11-14 23:45:00+08:00,27342.0,27342.0,27334.0,27334.0,3
2025-11-14 23:46:00+08:00,27339.0,27339.0,27339.0,27339.0,1
2025-11-14 23:47:00+08:00,27348.0,27348.0,27342.0,27342.0,3
2025-11-14 23:48:00+08:00,27339.0,27339.0,27334.0,27334.0,4
2025-11-14 23:49:00+08:00,27340.0,27340.0,27332.0,27332.0,4
2025-11-14 23:50:00+08:00,27333.0,27344.0,27333.0,27341.0,3
2025-11-14 23:52:00+08:00,27360.0,27361.0,27360.0,27360.0,4
2025-11-14 23:53:00+08:00,27353.0,27353.0,27348.0,27348.0,3
2025-11-14 23:54:00+08:00,27341.0,27341.0,27338.0,27338.0,3
2025-11-14 23:56:00+08:00,27350.0,27350.0,27350.0,27350.0,1
2025-11-14 23:57:00+08:00,27347.0,27347.0,27347.0,27347.0,1
2025-11-14 23:58:00+08:00,27339.0,27339.0,27339.0,27339.0,1
2025-11-14 23:59:00+08:00,27339.0,27344.0,27339.0,27344.0,2
2025-11-15 00:00:00+08:00,27340.0,27340.0,27328.0,27338.0,10
2025-11-15 00:02:00+08:00,27325.0,27325.0,27325.0,27325.0,3
2025-11-15 00:03:00+08:00,27324.0,27324.0,27322.0,27322.0,3
2025-11-15 00:04:00+08:00,27335.0,27335.0,27335.0,27335.0,1
2025-11-15 00:05:00+08:00,27320.0,27320.0,27320.0,27320.0,6
2025-11-15 00:06:00+08:00,27322.0,27322.0,27309.0,27309.0,4
2025-11-15 00:07:00+08:00,27308.0,27309.0,27306.0,27309.0,3
2025-11-15 00:08:00+08:00,27304.0,27304.0,27300.0,27300.0,4
2025-11-15 00:09:00+08:00,27300.0,27300.0,27288.0,27288.0,11
2025-11-15 00:10:00+08:00,27283.0,27283.0,27270.0,27280.0,17
2025-11-15 00:11:00+08:00,27283.0,27297.0,27282.0,27295.0,17
2025-11-15 00:12:00+08:00,27290.0,27291.0,27290.0,27291.0,2
2025-11-15 00:13:00+08:00,27286.0,27286.0,27282.0,27282.0,2
2025-11-15 00:14:00+08:00,27283.0,27295.0,27283.0,27290.0,3
2025-11-15 00:15:00+08:00,27277.0,27277.0,27277.0,27277.0,3
2025-11-15 00:16:00+08:00,27272.0,27293.0,27271.0,27293.0,12
2025-11-15 00:17:00+08:00,27295.0,27295.0,27293.0,27293.0,3
2025-11-15 00:18:00+08:00,27306.0,27306.0,27299.0,27299.0,2
2025-11-15 00:21:00+08:00,27284.0,27284.0,27280.0,27280.0,4
2025-11-15 00:22:00+08:00,27267.0,27267.0,27261.0,27261.0,17
2025-11-15 00:23:00+08:00,27275.0,27275.0,27275.0,27275.0,1
2025-11-15 00:24:00+08:00,27278.0,27280.0,27277.0,27277.0,3
2025-11-15 00:25:00+08:00,27272.0,27283.0,27268.0,27274.0,17
2025-11-15 00:26:00+08:00,27285.0,27285.0,27285.0,27285.0,1
2025-11-15 00:27:00+08:00,27285.0,27299.0,27285.0,27295.0,9
2025-11-15 00:29:00+08:00,27290.0,27290.0,27290.0,27290.0,2
2025-11-15 00:30:00+08:00,27291.0,27291.0,27290.0,27290.0,8
2025-11-15 00:31:00+08:00,27290.0,27290.0,27279.0,27279.0,9
2025-11-15 00:32:00+08:00,27279.0,27279.0,27274.0,27274.0,9
2025-11-15 00:34:00+08:00,27279.0,27279.0,27279.0,27279.0,3
2025-11-15 00:35:00+08:00,27287.0,27287.0,27286.0,27286.0,2
2025-11-15 00:36:00+08:00,27297.0,27299.0,27296.0,27298.0,4
2025-11-15 00:37:00+08:00,27300.0,27300.0,27296.0,27296.0,2
2025-11-15 00:38:00+08:00,27289.0,27290.0,27288.0,27288.0,4
2025-11-15 00:40:00+08:00,27280.0,27280.0,27270.0,27270.0,8
2025-11-15 00:41:00+08:00,27265.0,27265.0,27255.0,27260.0,20
2025-11-15 00:42:00+08:00,27266.0,27274.0,27262.0,27272.0,17
2025-11-15 00:43:00+08:00,27272.0,27285.0,27272.0,27285.0,5
2025-11-15 00:44:00+08:00,27288.0,27295.0,27288.0,27295.0,7
2025-11-15 00:45:00+08:00,27282.0,27282.0,27276.0,27277.0,6
2025-11-15 00:46:00+08:00,27278.0,27282.0,27277.0,27280.0,7
2025-11-15 00:47:00+08:00,27270.0,27270.0,27270.0,27270.0,1
2025-11-15 00:48:00+08:00,27274.0,27274.0,27274.0,27274.0,1
2025-11-15 00:49:00+08:00,27276.0,27276.0,27274.0,27274.0,2
2025-11-15 00:50:00+08:00,27273.0,27273.0,27273.0,27273.0,2
2025-11-15 00:51:00+08:00,27281.0,27281.0,27281.0,27281.0,2
2025-11-15 00:52:00+08:00,27295.0,27295.0,27294.0,27294.0,2
2025-11-15 00:53:00+08:00,27299.0,27300.0,27295.0,27295.0,17
2025-11-15 00:54:00+08:00,27300.0,27300.0,27300.0,27300.0,1
2025-11-15 00:55:00+08:00,27311.0,27311.0,27311.0,27311.0,1
2025-11-15 00:56:00+08:00,27314.0,27314.0,27314.0,27314.0,2
2025-11-15 00:57:00+08:00,27315.0,27315.0,27315.0,27315.0,1
2025-11-15 00:58:00+08:00,27318.0,27329.0,27318.0,27329.0,13
2025-11-15 00:59:00+08:00,27331.0,27331.0,27328.0,27328.0,5
2025-11-15 01:00:00+08:00,27324.0,27331.0,27323.0,27331.0,9
2025-11-15 01:01:00+08:00,27328.0,27333.0,27325.0,27333.0,20
2025-11-15 01:02:00+08:00,27338.0,27350.0,27337.0,27350.0,21
2025-11-15 01:03:00+08:00,27355.0,27360.0,27352.0,27354.0,11
2025-11-15 01:04:00+08:00,27349.0,27349.0,27344.0,27344.0,3
2025-11-15 01:05:00+08:00,27350.0,27354.0,27350.0,27352.0,14
2025-11-15 01:06:00+08:00,27347.0,27347.0,27347.0,27347.0,1
2025-11-15 01:07:00+08:00,27341.0,27341.0,27328.0,27330.0,11
2025-11-15 01:08:00+08:00,27335.0,27335.0,27335.0,27335.0,1
2025-11-15 01:09:00+08:00,27340.0,27340.0,27340.0,27340.0,2
2025-11-15 01:10:00+08:00,27333.0,27333.0,27333.0,27333.0,1
2025-11-15 01:11:00+08:00,27333.0,27337.0,27330.0,27335.0,8
2025-11-15 01:12:00+08:00,27333.0,27333.0,27330.0,27330.0,11
2025-11-15 01:13:00+08:00,27333.0,27333.0,27327.0,27327.0,4
2025-11-15 01:14:00+08:00,27330.0,27330.0,27327.0,27327.0,3
2025-11-15 01:15:00+08:00,27330.0,27331.0,27330.0,27331.0,2
2025-11-15 01:18:00+08:00,27330.0,27330.0,27324.0,27324.0,3
2025-11-15 01:19:00+08:00,27325.0,27325.0,27325.0,27325.0,1
2025-11-15 01:23:00+08:00,27332.0,27332.0,27332.0,27332.0,1
2025-11-15 01:24:00+08:00,27340.0,27340.0,27336.0,27336.0,6
2025-11-15 01:25:00+08:00,27336.0,27336.0,27336.0,27336.0,1
2025-11-15 01:26:00+08:00,27338.0,27338.0,27338.0,27338.0,1
2025-11-15 01:28:00+08:00,27330.0,27330.0,27330.0,27330.0,1
2025-11-15 01:29:00+08:00,27330.0,27330.0,27328.0,27328.0,2
2025-11-15 01:30:00+08:00,27323.0,27325.0,27323.0,27325.0,4
2025-11-15 01:33:00+08:00,27316.0,27316.0,27306.0,27307.0,6
2025-11-15 01:34:00+08:00,27301.0,27301.0,27301.0,27301.0,3
2025-11-15 01:35:00+08:00,27299.0,27299.0,27299.0,27299.0,1
2025-11-15 01:36:00+08:00,27292.0,27293.0,27292.0,27293.0,2
2025-11-15 01:38:00+08:00,27301.0,27301.0,27300.0,27300.0,3
2025-11-15 01:39:00+08:00,27295.0,27305.0,27295.0,27305.0,2
2025-11-15 01:43:00+08:00,27324.0,27324.0,27324.0,27324.0,1
2025-11-15 01:44:00+08:00,27320.0,27320.0,27320.0,27320.0,1
2025-11-15 01:45:00+08:00,27316.0,27316.0,27316.0,27316.0,1
2025-11-15 01:46:00+08:00,27306.0,27310.0,27306.0,27307.0,7
2025-11-15 01:47:00+08:00,27300.0,27300.0,27298.0,27298.0,2
2025-11-15 01:48:00+08:00,27302.0,27302.0,27302.0,27302.0,1
2025-11-15 01:49:00+08:00,27294.0,27294.0,27288.0,27288.0,2
2025-11-15 01:50:00+08:00,27299.0,27299.0,27299.0,27299.0,10
2025-11-15 01:51:00+08:00,27308.0,27308.0,27303.0,27303.0,4
2025-11-15 01:52:00+08:00,27303.0,27303.0,27303.0,27303.0,1
2025-11-15 01:53:00+08:00,27313.0,27313.0,27313.0,27313.0,2
2025-11-15 01:54:00+08:00,27313.0,27316.0,27313.0,27316.0,2
2025-11-15 01:55:00+08:00,27304.0,27304.0,27303.0,27303.0,2
2025-11-15 01:57:00+08:00,27303.0,27303.0,27303.0,27303.0,1
2025-11-15 01:58:00+08:00,27309.0,27309.0,27309.0,27309.0,1
2025-11-15 01:59:00+08:00,27310.0,27310.0,27302.0,27302.0,2
2025-11-15 02:00:00+08:00,27302.0,27303.0,27299.0,27299.0,3
2025-11-15 02:01:00+08:00,27305.0,27305.0,27305.0,27305.0,1
2025-11-15 02:02:00+08:00,27312.0,27312.0,27308.0,27308.0,10
2025-11-15 02:03:00+08:00,27308.0,27308.0,27308.0,27308.0,1
2025-11-15 02:04:00+08:00,27304.0,27304.0,27304.0,27304.0,1
2025-11-15 02:06:00+08:00,27309.0,27311.0,27309.0,27311.0,3
2025-11-15 02:08:00+08:00,27318.0,27318.0,27318.0,27318.0,1
2025-11-15 02:10:00+08:00,27325.0,27337.0,27323.0,27337.0,5
2025-11-15 02:11:00+08:00,27339.0,27339.0,27333.0,27333.0,3
2025-11-15 02:12:00+08:00,27336.0,27336.0,27330.0,27330.0,8
2025-11-15 02:13:00+08:00,27331.0,27331.0,27328.0,27329.0,5
2025-11-15 02:15:00+08:00,27327.0,27327.0,27316.0,27316.0,4
2025-11-15 02:17:00+08:00,27317.0,27317.0,27317.0,27317.0,2
2025-11-15 02:18:00+08:00,27313.0,27313.0,27313.0,27313.0,1
2025-11-15 02:19:00+08:00,27309.0,27309.0,27309.0,27309.0,1
2025-11-15 02:20:00+08:00,27305.0,27310.0,27305.0,27310.0,3
