datetime,Open,High,Low,Close,Volume
2025-10-17 23:00:00+08:00,27265.0,27265.0,27211.0,27246.0,1009
2025-10-17 23:01:00+08:00,27250.0,27252.0,27210.0,27210.0,413
2025-10-17 23:02:00+08:00,27209.0,27221.0,27205.0,27214.0,257
2025-10-17 23:03:00+08:00,27217.0,27218.0,27202.0,27206.0,162
2025-10-17 23:04:00+08:00,27206.0,27220.0,27202.0,27214.0,144
2025-10-17 23:05:00+08:00,27216.0,27217.0,27204.0,27216.0,122
2025-10-17 23:06:00+08:00,27218.0,27220.0,27207.0,27215.0,79
2025-10-17 23:07:00+08:00,27212.0,27212.0,27195.0,27201.0,245
2025-10-17 23:08:00+08:00,27199.0,27201.0,27172.0,27175.0,370
2025-10-17 23:09:00+08:00,27172.0,27178.0,27149.0,27151.0,605
2025-10-17 23:10:00+08:00,27152.0,27178.0,27144.0,27175.0,384
2025-10-17 23:11:00+08:00,27172.0,27173.0,27154.0,27167.0,145
2025-10-17 23:12:00+08:00,27166.0,27178.0,27161.0,27165.0,120
2025-10-17 23:13:00+08:00,27165.0,27170.0,27159.0,27164.0,115
2025-10-17 23:14:00+08:00,27160.0,27170.0,27138.0,27139.0,220
2025-10-17 23:15:00+08:00,27142.0,27161.0,27138.0,27149.0,261
2025-10-17 23:16:00+08:00,27146.0,27148.0,27122.0,27134.0,251
2025-10-17 23:17:00+08:00,27138.0,27142.0,27127.0,27141.0,125
2025-10-17 23:18:00+08:00,27138.0,27151.0,27133.0,27134.0,111
2025-10-17 23:19:00+08:00,27136.0,27136.0,27113.0,27113.0,186
2025-10-17 23:20:00+08:00,27117.0,27125.0,27097.0,27102.0,436
2025-10-17 23:21:00+08:00,27104.0,27115.0,27101.0,27109.0,246
2025-10-17 23:22:00+08:00,27111.0,27120.0,27105.0,27119.0,136
2025-10-17 23:23:00+08:00,27118.0,27124.0,27115.0,27122.0,145
2025-10-17 23:24:00+08:00,27122.0,27140.0,27116.0,27140.0,205
2025-10-17 23:25:00+08:00,27143.0,27154.0,27137.0,27149.0,245
2025-10-17 23:26:00+08:00,27148.0,27151.0,27137.0,27140.0,102
2025-10-17 23:27:00+08:00,27141.0,27142.0,27123.0,27135.0,101
2025-10-17 23:28:00+08:00,27135.0,27141.0,27127.0,27128.0,85
2025-10-17 23:29:00+08:00,27129.0,27137.0,27126.0,27135.0,51
2025-10-17 23:30:00+08:00,27137.0,27146.0,27129.0,27146.0,119
2025-10-17 23:31:00+08:00,27145.0,27147.0,27134.0,27134.0,59
2025-10-17 23:32:00+08:00,27133.0,27134.0,27115.0,27119.0,144
2025-10-17 23:33:00+08:00,27115.0,27123.0,27102.0,27120.0,275
2025-10-17 23:34:00+08:00,27120.0,27121.0,27094.0,27101.0,274
2025-10-17 23:35:00+08:00,27101.0,27118.0,27099.0,27102.0,192
2025-10-17 23:36:00+08:00,27100.0,27112.0,27090.0,27112.0,188
2025-10-17 23:37:00+08:00,27105.0,27110.0,27099.0,27108.0,86
2025-10-17 23:38:00+08:00,27106.0,27110.0,27099.0,27109.0,58
2025-10-17 23:39:00+08:00,27108.0,27115.0,27098.0,27111.0,83
2025-10-17 23:40:00+08:00,27110.0,27134.0,27105.0,27130.0,197
2025-10-17 23:41:00+08:00,27129.0,27129.0,27113.0,27117.0,140
2025-10-17 23:42:00+08:00,27116.0,27129.0,27116.0,27125.0,74
2025-10-17 23:43:00+08:00,27124.0,27127.0,27112.0,27123.0,153
2025-10-17 23:44:00+08:00,27125.0,27129.0,27122.0,27126.0,69
2025-10-17 23:45:00+08:00,27126.0,27135.0,27116.0,27116.0,134
2025-10-17 23:46:00+08:00,27116.0,27128.0,27116.0,27121.0,69
2025-10-17 23:47:00+08:00,27127.0,27129.0,27123.0,27127.0,39
2025-10-17 23:48:00+08:00,27126.0,27136.0,27121.0,27123.0,80
2025-10-17 23:49:00+08:00,27124.0,27131.0,27121.0,27130.0,66
2025-10-17 23:50:00+08:00,27128.0,27134.0,27122.0,27127.0,58
2025-10-17 23:51:00+08:00,27130.0,27137.0,27127.0,27133.0,37
2025-10-17 23:52:00+08:00,27133.0,27136.0,27128.0,27132.0,51
2025-10-17 23:53:00+08:00,27132.0,27142.0,27132.0,27139.0,81
2025-10-17 23:54:00+08:00,27136.0,27141.0,27133.0,27133.0,63
2025-10-17 23:55:00+08:00,27132.0,27132.0,27119.0,27120.0,106
2025-10-17 23:56:00+08:00,27120.0,27122.0,27109.0,27111.0,83
2025-10-17 23:57:00+08:00,27111.0,27120.0,27108.0,27109.0,81
2025-10-17 23:58:00+08:00,27113.0,27124.0,27111.0,27122.0,53
2025-10-17 23:59:00+08:00,27119.0,27119.0,27104.0,27104.0,95
2025-10-18 00:00:00+08:00,27106.0,27126.0,27106.0,27108.0,143
2025-10-18 00:01:00+08:00,27109.0,27116.0,27106.0,27109.0,77
2025-10-18 00:02:00+08:00,27105.0,27105.0,27091.0,27091.0,167
2025-10-18 00:03:00+08:00,27093.0,27093.0,27071.0,27085.0,383
2025-10-18 00:04:00+08:00,27083.0,27092.0,27080.0,27085.0,141
2025-10-18 00:05:00+08:00,27085.0,27092.0,27072.0,27074.0,152
2025-10-18 00:06:00+08:00,27074.0,27082.0,27061.0,27082.0,243
2025-10-18 00:07:00+08:00,27082.0,27106.0,27078.0,27106.0,153
2025-10-18 00:08:00+08:00,27107.0,27113.0,27094.0,27094.0,133
2025-10-18 00:09:00+08:00,27093.0,27093.0,27074.0,27079.0,130
2025-10-18 00:10:00+08:00,27079.0,27099.0,27079.0,27087.0,80
2025-10-18 00:11:00+08:00,27084.0,27088.0,27072.0,27086.0,151
2025-10-18 00:12:00+08:00,27086.0,27089.0,27077.0,27086.0,54
2025-10-18 00:13:00+08:00,27088.0,27088.0,27072.0,27083.0,76
2025-10-18 00:14:00+08:00,27082.0,27085.0,27065.0,27065.0,104
2025-10-18 00:15:00+08:00,27068.0,27074.0,27062.0,27068.0,79
2025-10-18 00:16:00+08:00,27069.0,27089.0,27069.0,27075.0,71
2025-10-18 00:17:00+08:00,27075.0,27078.0,27053.0,27062.0,192
2025-10-18 00:18:00+08:00,27061.0,27068.0,27058.0,27061.0,78
2025-10-18 00:19:00+08:00,27060.0,27060.0,27051.0,27055.0,146
2025-10-18 00:20:00+08:00,27057.0,27057.0,27048.0,27055.0,198
2025-10-18 00:21:00+08:00,27056.0,27075.0,27055.0,27073.0,152
2025-10-18 00:22:00+08:00,27074.0,27082.0,27070.0,27074.0,165
2025-10-18 00:23:00+08:00,27075.0,27088.0,27075.0,27085.0,115
2025-10-18 00:24:00+08:00,27083.0,27092.0,27082.0,27092.0,59
2025-10-18 00:25:00+08:00,27092.0,27096.0,27092.0,27095.0,78
2025-10-18 00:26:00+08:00,27097.0,27102.0,27096.0,27100.0,83
2025-10-18 00:27:00+08:00,27099.0,27100.0,27092.0,27095.0,57
2025-10-18 00:28:00+08:00,27096.0,27100.0,27094.0,27100.0,57
2025-10-18 00:29:00+08:00,27099.0,27101.0,27097.0,27099.0,56
2025-10-18 00:30:00+08:00,27100.0,27105.0,27091.0,27091.0,79
2025-10-18 00:31:00+08:00,27091.0,27105.0,27091.0,27105.0,126
2025-10-18 00:32:00+08:00,27105.0,27106.0,27093.0,27094.0,50
2025-10-18 00:33:00+08:00,27097.0,27116.0,27097.0,27114.0,132
2025-10-18 00:34:00+08:00,27111.0,27123.0,27110.0,27123.0,94
2025-10-18 00:35:00+08:00,27120.0,27130.0,27120.0,27128.0,161
2025-10-18 00:36:00+08:00,27128.0,27135.0,27127.0,27133.0,159
2025-10-18 00:37:00+08:00,27134.0,27134.0,27116.0,27120.0,193
2025-10-18 00:38:00+08:00,27120.0,27124.0,27106.0,27106.0,107
2025-10-18 00:39:00+08:00,27108.0,27109.0,27103.0,27103.0,54
2025-10-18 00:40:00+08:00,27107.0,27110.0,27100.0,27101.0,99
2025-10-18 00:41:00+08:00,27103.0,27117.0,27101.0,27114.0,54
2025-10-18 00:42:00+08:00,27113.0,27113.0,27102.0,27103.0,57
2025-10-18 00:43:00+08:00,27104.0,27105.0,27100.0,27100.0,22
2025-10-18 00:44:00+08:00,27101.0,27101.0,27093.0,27095.0,64
2025-10-18 00:45:00+08:00,27095.0,27106.0,27093.0,27099.0,64
2025-10-18 00:46:00+08:00,27101.0,27102.0,27096.0,27097.0,34
2025-10-18 00:47:00+08:00,27097.0,27100.0,27093.0,27099.0,65
2025-10-18 00:48:00+08:00,27098.0,27107.0,27096.0,27107.0,48
2025-10-18 00:49:00+08:00,27107.0,27115.0,27107.0,27115.0,55
2025-10-18 00:50:00+08:00,27115.0,27118.0,27112.0,27117.0,66
2025-10-18 00:51:00+08:00,27115.0,27115.0,27100.0,27101.0,60
2025-10-18 00:52:00+08:00,27101.0,27110.0,27100.0,27100.0,43
2025-10-18 00:53:00+08:00,27100.0,27105.0,27100.0,27103.0,7
2025-10-18 00:54:00+08:00,27103.0,27105.0,27100.0,27103.0,34
2025-10-18 00:55:00+08:00,27103.0,27108.0,27100.0,27105.0,25
2025-10-18 00:56:00+08:00,27105.0,27108.0,27104.0,27105.0,10
2025-10-18 00:57:00+08:00,27107.0,27111.0,27104.0,27108.0,23
2025-10-18 00:58:00+08:00,27108.0,27112.0,27107.0,27110.0,20
2025-10-18 00:59:00+08:00,27111.0,27111.0,27105.0,27105.0,11
2025-10-18 01:00:00+08:00,27103.0,27110.0,27095.0,27110.0,88
2025-10-18 01:01:00+08:00,27111.0,27121.0,27111.0,27120.0,92
2025-10-18 01:02:00+08:00,27118.0,27120.0,27108.0,27111.0,166
2025-10-18 01:03:00+08:00,27111.0,27115.0,27111.0,27115.0,13
2025-10-18 01:04:00+08:00,27115.0,27116.0,27114.0,27114.0,10
2025-10-18 01:05:00+08:00,27113.0,27115.0,27111.0,27112.0,27
2025-10-18 01:06:00+08:00,27115.0,27116.0,27109.0,27116.0,56
2025-10-18 01:07:00+08:00,27117.0,27117.0,27112.0,27115.0,22
2025-10-18 01:08:00+08:00,27118.0,27121.0,27109.0,27109.0,52
2025-10-18 01:09:00+08:00,27108.0,27114.0,27108.0,27110.0,36
2025-10-18 01:10:00+08:00,27110.0,27117.0,27109.0,27117.0,9
2025-10-18 01:11:00+08:00,27114.0,27118.0,27114.0,27115.0,11
2025-10-18 01:12:00+08:00,27116.0,27118.0,27105.0,27110.0,40
2025-10-18 01:13:00+08:00,27112.0,27117.0,27108.0,27116.0,22
2025-10-18 01:14:00+08:00,27116.0,27116.0,27109.0,27110.0,23
2025-10-18 01:15:00+08:00,27110.0,27110.0,27105.0,27105.0,34
2025-10-18 01:16:00+08:00,27109.0,27113.0,27107.0,27111.0,29
2025-10-18 01:17:00+08:00,27112.0,27128.0,27111.0,27126.0,82
2025-10-18 01:18:00+08:00,27124.0,27126.0,27117.0,27117.0,35
2025-10-18 01:19:00+08:00,27116.0,27117.0,27110.0,27112.0,38
2025-10-18 01:20:00+08:00,27113.0,27118.0,27111.0,27118.0,18
2025-10-18 01:21:00+08:00,27118.0,27125.0,27116.0,27123.0,64
2025-10-18 01:22:00+08:00,27121.0,27128.0,27120.0,27120.0,75
2025-10-18 01:23:00+08:00,27122.0,27127.0,27120.0,27120.0,33
2025-10-18 01:24:00+08:00,27120.0,27129.0,27120.0,27123.0,76
2025-10-18 01:25:00+08:00,27122.0,27129.0,27117.0,27124.0,119
2025-10-18 01:26:00+08:00,27126.0,27129.0,27111.0,27115.0,97
2025-10-18 01:27:00+08:00,27113.0,27115.0,27105.0,27109.0,42
2025-10-18 01:28:00+08:00,27108.0,27113.0,27106.0,27110.0,20
2025-10-18 01:29:00+08:00,27110.0,27110.0,27105.0,27105.0,28
2025-10-18 01:30:00+08:00,27111.0,27111.0,27101.0,27101.0,31
2025-10-18 01:31:00+08:00,27102.0,27102.0,27093.0,27094.0,77
2025-10-18 01:32:00+08:00,27092.0,27092.0,27064.0,27071.0,216
2025-10-18 01:33:00+08:00,27072.0,27084.0,27070.0,27084.0,68
2025-10-18 01:34:00+08:00,27084.0,27085.0,27078.0,27085.0,53
2025-10-18 01:35:00+08:00,27083.0,27102.0,27082.0,27099.0,61
